geoh2_well_subsurface.initial_wellhead_flow,geoh2_well_subsurface.site_prospectivity,geoh2_well_subsurface.borehole_depth,geoh2_well_surface.electricity_price,geoh2_well_surface.op_labor_rate
4000,0.9,300,0.0832,70
2000,0.9,300,0.0832,70
6000,0.9,300,0.0832,70
4000,0.85,300,0.0832,70
4000,0.95,300,0.0832,70
4000,0.9,150,0.0832,70
4000,0.9,450,0.0832,70
4000,0.9,300,0.0416,70
4000,0.9,300,0.1248,70
4000,0.9,300,0.0832,50
4000,0.9,300,0.0832,90
